episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
231, 1875.8709453940392, 1, 56.20094374998007, 114, 15781,                                         15781, 38.83818054199219, 120.26537322998047
232, 2154.5957658290863, 1, 37.37158221297432, 76, 15857,                                         15857, 41.80698013305664, 119.17430114746094
233, -2583.9661343097687, 2, 26.19676805002382, 53, 15910,                                         15910, 46.36284637451172, 118.30887603759766
234, 2324.22283539176, 1, 23.62416851101443, 48, 15958,                                         15958, 48.30143356323242, 121.38433837890625
235, 2430.3566497266293, 1, 14.757421805988997, 30, 15988,                                         15988, 39.1832160949707, 120.5794448852539
236, 1285.925158560276, 1, 28.52731122804107, 58, 16046,                                         16046, 39.43775177001953, 119.15178680419922
237, 2244.9274572730064, 1, 28.028094750014134, 57, 16103,                                         16103, 41.13268280029297, 117.24584197998047
238, -3598.3198235034943, 2, 19.69943024701206, 40, 16143,                                         16143, 44.14924240112305, 122.3443832397461
239, 2401.1254176339135, 1, 22.617394717002753, 46, 16189,                                         16189, 45.15325164794922, 120.2145004272461
240, -2686.288586139679, 2, 20.660491693997756, 42, 16231,                                         16231, 41.39255905151367, 122.30116271972656
241, 1957.8909051418304, 1, 47.70217346702702, 97, 16328,                                         16328, 41.69010925292969, 121.21920013427734
242, 1653.9360631927848, 1, 64.04437367297942, 130, 16458,                                         16458, 43.97939682006836, 119.98592376708984
243, -3568.928184390068, 2, 80.14084238401847, 163, 16621,                                         16621, 37.5784797668457, 118.74462127685547
244, 2352.919480383396, 1, 17.216426484985277, 35, 16656,                                         16656, 30.759353637695312, 121.36707305908203
245, -2808.703146994114, 2, 29.516416386992205, 60, 16716,                                         16716, 39.056514739990234, 121.66130828857422
246, 2181.8083202838898, 1, 26.57554018398514, 54, 16770,                                         16770, 49.783329010009766, 120.037353515625
247, -3178.547208547592, 2, 29.533551921020262, 60, 16830,                                         16830, 41.24456024169922, 119.69503021240234
248, 2350.441069082357, 1, 18.20016350102378, 37, 16867,                                         16867, 40.85320281982422, 120.91336059570312
249, 1548.512801926583, 1, 57.040402368002106, 116, 16983,                                         16983, 39.99787139892578, 119.97694396972656
250, 2325.4202815666795, 1, 37.37291802797699, 76, 17059,                                         17059, 40.525917053222656, 123.50723266601562
251, 2084.0951747745275, 1, 49.228802641970105, 100, 17159,                                         17159, 40.32989501953125, 120.80020141601562
252, -2919.847383916378, 2, 27.57130892400164, 56, 17215,                                         17215, 42.382041931152344, 120.7849349975586
